numCells,numAuctioneers,concurrentAuctionsPerAuctioneer,maxBiddingPoolFraction,algorithm,scenario,# auctions,communication,waitTime,biddingTime,distributionScore,nMissing
200,200,2,0.20,compare_to_percentile,10% start,2000,103152,5.83,2.41,0.0029,0
200,200,2,0.20,compare_to_percentile,cold start,12600,593292,28.52,1.64,0.0140,0
200,200,2,0.20,compare_to_percentile,rolling deploy,1000,42546,2.73,1.09,0.0095,0
200,200,2,0.20,all_rebid,10% start,2000,170991,4.83,1.11,0.0034,0
200,200,2,0.20,all_rebid,cold start,12600,1103868,28.89,1.52,0.0161,0
200,200,2,0.20,all_rebid,rolling deploy,1000,82620,2.70,1.14,0.0095,0
200,200,5,0.05,compare_to_percentile,10% start,2000,25440,1.83,0.95,0.0044,0
200,200,5,0.05,compare_to_percentile,cold start,12600,158580,11.37,0.97,0.0218,0
200,200,5,0.05,compare_to_percentile,rolling deploy,1000,12504,0.97,0.97,0.0435,0
200,200,5,0.05,all_rebid,10% start,2000,43953,1.86,0.97,0.0044,0
200,200,5,0.05,all_rebid,cold start,12600,279509,11.43,1.03,0.0186,0
200,200,5,0.05,all_rebid,rolling deploy,1000,21588,0.97,0.97,0.0470,0
200,200,5,0.10,compare_to_percentile,10% start,2000,49192,1.89,0.96,0.0034,0
200,200,5,0.10,compare_to_percentile,cold start,12600,309012,11.42,1.10,0.0205,0
200,200,5,0.10,compare_to_percentile,rolling deploy,1000,24222,1.01,1.01,0.0095,0
200,200,5,0.10,all_rebid,10% start,2000,93029,1.91,1.00,0.0036,0
200,200,5,0.10,all_rebid,cold start,12600,572135,11.57,1.08,0.0188,0
200,200,5,0.10,all_rebid,rolling deploy,1000,43214,1.13,1.12,0.0095,0
200,200,5,0.20,compare_to_percentile,10% start,2000,117893,2.00,1.12,0.0025,0
200,200,5,0.20,compare_to_percentile,cold start,12600,710051,11.77,1.40,0.0187,0
200,200,5,0.20,compare_to_percentile,rolling deploy,1000,51786,0.97,0.97,0.0095,0
200,200,5,0.20,all_rebid,10% start,2000,191079,2.07,1.17,0.0035,0
200,200,5,0.20,all_rebid,cold start,12590,1963180,19.53,9.99,0.0178,-10
200,200,5,0.20,all_rebid,rolling deploy,1000,115162,2.53,2.52,0.0103,0
250,250,1,0.05,compare_to_percentile,10% start,2500,37905,9.19,1.08,0.0039,0
250,250,1,0.05,compare_to_percentile,cold start,15750,241380,57.01,1.40,0.0171,0
250,250,1,0.05,compare_to_percentile,rolling deploy,1300,19560,5.54,0.96,0.0239,0
250,250,1,0.05,all_rebid,10% start,2500,67851,8.99,1.10,0.0036,0
250,250,1,0.05,all_rebid,cold start,15750,430218,55.07,1.09,0.0189,0
250,250,1,0.05,all_rebid,rolling deploy,1300,35181,5.35,0.93,0.0124,0
250,250,1,0.10,compare_to_percentile,10% start,2500,68067,8.81,0.92,0.0030,0
250,250,1,0.10,compare_to_percentile,cold start,15750,432324,54.81,0.94,0.0161,0
250,250,1,0.10,compare_to_percentile,rolling deploy,1300,35208,5.29,0.92,0.0093,0
250,250,1,0.10,all_rebid,10% start,2500,128571,8.93,0.95,0.0019,0
250,250,1,0.10,all_rebid,cold start,15750,819519,55.27,1.11,0.0173,0
250,250,1,0.10,all_rebid,rolling deploy,1300,66453,5.36,0.94,0.0093,0
250,250,1,0.20,compare_to_percentile,10% start,2500,131352,8.82,0.93,0.0038,0
250,250,1,0.20,compare_to_percentile,cold start,15750,842868,54.87,1.09,0.0141,0
250,250,1,0.20,compare_to_percentile,rolling deploy,1300,68380,5.31,1.04,0.0093,0
250,250,1,0.20,all_rebid,10% start,2500,256338,8.97,1.08,0.0020,0
250,250,1,0.20,all_rebid,cold start,15750,1648723,55.44,1.15,0.0156,0
250,250,1,0.20,all_rebid,rolling deploy,1300,131906,5.33,0.95,0.0093,0
250,250,2,0.05,compare_to_percentile,10% start,2500,37890,4.46,0.96,0.0042,0
250,250,2,0.05,compare_to_percentile,cold start,15750,240345,27.71,1.05,0.0186,0
250,250,2,0.05,compare_to_percentile,rolling deploy,1300,19560,2.68,1.09,0.0190,0
250,250,2,0.05,all_rebid,10% start,2500,68445,4.47,0.93,0.0038,0
250,250,2,0.05,all_rebid,cold start,15750,432729,27.79,1.06,0.0195,0
250,250,2,0.05,all_rebid,rolling deploy,1300,35235,2.71,0.98,0.0212,0
250,250,2,0.10,compare_to_percentile,10% start,2500,69309,4.51,0.94,0.0026,0
250,250,2,0.10,compare_to_percentile,cold start,15750,438398,27.75,1.02,0.0182,0
250,250,2,0.10,compare_to_percentile,rolling deploy,1300,35370,2.70,0.93,0.0093,0
250,250,2,0.10,all_rebid,10% start,2500,129387,4.53,1.10,0.0031,0
250,250,2,0.10,all_rebid,cold start,15750,854450,28.39,1.34,0.0183,0
250,250,2,0.10,all_rebid,rolling deploy,1300,66657,2.77,0.95,0.0093,0
250,250,2,0.20,compare_to_percentile,10% start,2500,134420,4.54,0.96,0.0024,0
250,250,2,0.20,compare_to_percentile,cold start,15750,875732,27.83,1.10,0.0180,0
250,250,2,0.20,compare_to_percentile,rolling deploy,1300,69056,2.72,0.96,0.0093,0
250,250,2,0.20,all_rebid,10% start,2500,259873,4.67,1.11,0.0029,0
250,250,2,0.20,all_rebid,cold start,15750,1749674,28.33,1.19,0.0178,0
250,250,2,0.20,all_rebid,rolling deploy,1300,132613,2.79,1.09,0.0093,0
250,250,5,0.05,compare_to_percentile,10% start,2500,39450,1.85,0.96,0.0044,0
250,250,5,0.05,compare_to_percentile,cold start,15750,246735,11.33,0.94,0.0223,0
250,250,5,0.05,compare_to_percentile,rolling deploy,1300,19935,1.76,0.92,0.0153,0
250,250,5,0.05,all_rebid,10% start,2500,70227,1.85,0.96,0.0035,0
250,250,5,0.05,all_rebid,cold start,15750,448512,11.37,1.12,0.0254,0
250,250,5,0.05,all_rebid,rolling deploy,1300,35721,1.76,0.95,0.0170,0
250,250,5,0.10,compare_to_percentile,10% start,2500,74439,1.89,0.96,0.0026,0
250,250,5,0.10,compare_to_percentile,cold start,15750,477225,11.37,1.08,0.0232,0
250,250,5,0.10,compare_to_percentile,rolling deploy,1300,37152,1.76,0.94,0.0093,0
250,250,5,0.10,all_rebid,10% start,2500,137955,1.87,0.99,0.0029,0
250,250,5,0.10,all_rebid,cold start,15750,910654,11.58,1.13,0.0220,0
250,250,5,0.10,all_rebid,rolling deploy,1300,70074,1.78,0.97,0.0093,0
250,250,5,0.20,compare_to_percentile,10% start,2500,175604,2.03,1.16,0.0028,0
250,250,5,0.20,compare_to_percentile,cold start,15750,2852286,21.95,13.20,0.0222,-43
250,250,5,0.20,compare_to_percentile,rolling deploy,1300,77844,1.80,0.99,0.0093,0
250,250,5,0.20,all_rebid,10% start,2500,342996,2.63,1.70,0.0026,0
250,250,5,0.20,all_rebid,cold start,15750,5613213,26.25,15.83,0.0215,-1
250,250,5,0.20,all_rebid,rolling deploy,1300,149985,1.85,1.07,0.0093,0
300,300,1,0.05,compare_to_percentile,10% start,3000,51238,8.79,0.92,0.0030,0
300,300,1,0.05,compare_to_percentile,cold start,18900,325720,54.73,1.10,0.0162,0
300,300,1,0.05,compare_to_percentile,rolling deploy,1500,25534,4.56,1.03,0.0095,0
300,300,1,0.05,all_rebid,10% start,3000,93279,8.92,0.95,0.0033,0
300,300,1,0.05,all_rebid,cold start,18900,591015,54.93,1.08,0.0186,0
300,300,1,0.05,all_rebid,rolling deploy,1500,46531,4.59,1.10,0.0095,0
300,300,1,0.10,compare_to_percentile,10% start,3000,96352,8.81,0.92,0.0028,0
300,300,1,0.10,compare_to_percentile,cold start,18900,616416,54.72,1.11,0.0166,0
300,300,1,0.10,compare_to_percentile,rolling deploy,1500,48128,4.46,0.92,0.0095,0
300,300,1,0.10,all_rebid,10% start,3000,183732,8.83,1.02,0.0021,0
300,300,1,0.10,all_rebid,cold start,18900,1171261,54.86,1.11,0.0165,0
300,300,1,0.10,all_rebid,rolling deploy,1500,92293,4.49,1.07,0.0095,0
300,300,1,0.20,compare_to_percentile,10% start,3000,189348,8.96,1.12,0.0024,0
300,300,1,0.20,compare_to_percentile,cold start,18900,1215634,55.14,1.13,0.0183,0
300,300,1,0.20,compare_to_percentile,rolling deploy,1500,93496,4.49,0.95,0.0095,0
300,300,1,0.20,all_rebid,10% start,3000,367719,8.91,1.08,0.0027,0
300,300,1,0.20,all_rebid,cold start,18900,2390113,55.59,1.20,0.0165,0
300,300,1,0.20,all_rebid,rolling deploy,1500,181984,4.53,0.94,0.0095,0
300,300,2,0.05,compare_to_percentile,10% start,3000,51408,4.55,1.11,0.0035,0
300,300,2,0.05,compare_to_percentile,cold start,18900,329528,27.75,1.08,0.0220,0
300,300,2,0.05,compare_to_percentile,rolling deploy,1500,25619,2.68,0.92,0.0100,0
300,300,2,0.05,all_rebid,10% start,3000,93899,4.48,0.92,0.0032,0
300,300,2,0.05,all_rebid,cold start,18900,600376,27.78,1.09,0.0192,0
300,300,2,0.05,all_rebid,rolling deploy,1500,46500,2.67,0.94,0.0096,0
300,300,2,0.10,compare_to_percentile,10% start,3000,97792,4.50,0.96,0.0021,0
300,300,2,0.10,compare_to_percentile,cold start,18900,627520,27.74,1.12,0.0187,0
300,300,2,0.10,compare_to_percentile,rolling deploy,1500,48768,2.68,1.07,0.0095,0
300,300,2,0.10,all_rebid,10% start,3000,186965,4.55,0.97,0.0028,0
300,300,2,0.10,all_rebid,cold start,18900,1197305,27.91,1.09,0.0191,0
300,300,2,0.10,all_rebid,rolling deploy,1500,91927,2.69,1.04,0.0095,0
300,300,2,0.20,compare_to_percentile,10% start,3000,193130,4.56,1.08,0.0020,0
300,300,2,0.20,compare_to_percentile,cold start,18900,1274782,27.98,1.34,0.0203,0
300,300,2,0.20,compare_to_percentile,rolling deploy,1500,94054,2.81,1.10,0.0095,0
300,300,2,0.20,all_rebid,10% start,3000,376552,4.62,1.09,0.0023,0
300,300,2,0.20,all_rebid,cold start,18900,2524766,28.41,1.15,0.0201,0
300,300,2,0.20,all_rebid,rolling deploy,1500,185372,2.73,1.10,0.0095,0
300,300,5,0.05,compare_to_percentile,10% start,3000,53278,1.83,0.92,0.0037,0
300,300,5,0.05,compare_to_percentile,cold start,18900,341785,11.33,1.12,0.0270,0
300,300,5,0.05,compare_to_percentile,rolling deploy,1500,26129,1.09,1.09,0.0096,0
300,300,5,0.05,all_rebid,10% start,3000,97247,1.97,1.11,0.0034,0
300,300,5,0.05,all_rebid,cold start,18900,623354,11.43,1.02,0.0268,0
300,300,5,0.05,all_rebid,rolling deploy,1500,47027,0.94,0.94,0.0111,0
300,300,5,0.10,compare_to_percentile,10% start,3000,105504,1.86,0.95,0.0022,0
300,300,5,0.10,compare_to_percentile,cold start,18900,727776,11.50,1.22,0.0264,0
300,300,5,0.10,compare_to_percentile,rolling deploy,1500,50400,0.96,0.96,0.0095,0
300,300,5,0.10,all_rebid,10% start,3000,197152,1.97,1.12,0.0026,0
300,300,5,0.10,all_rebid,cold start,18900,1428340,12.04,1.46,0.0253,0
300,300,5,0.10,all_rebid,rolling deploy,1500,94916,0.97,0.97,0.0095,0
300,300,5,0.20,compare_to_percentile,10% start,3000,213714,1.95,1.07,0.0029,0
300,300,5,0.20,compare_to_percentile,cold start,18900,1523773,11.66,1.30,0.0286,0
300,300,5,0.20,compare_to_percentile,rolling deploy,1500,106020,1.07,1.06,0.0095,0
300,300,5,0.20,all_rebid,10% start,3000,468028,2.53,1.64,0.0029,0
300,300,5,0.20,all_rebid,cold start,18867,9122385,38.28,24.16,0.0245,-15
300,300,5,0.20,all_rebid,rolling deploy,1500,213444,1.30,1.30,0.0095,0
350,350,1,0.05,compare_to_percentile,10% start,3500,70480,8.85,0.95,0.0027,0
350,350,1,0.05,compare_to_percentile,cold start,22050,447420,54.61,1.07,0.0182,0
350,350,1,0.05,compare_to_percentile,rolling deploy,1800,36060,5.26,1.02,0.0094,0
350,350,1,0.05,all_rebid,10% start,3500,130018,8.90,1.06,0.0028,0
350,350,1,0.05,all_rebid,cold start,22050,825655,54.81,1.08,0.0183,0
350,350,1,0.05,all_rebid,rolling deploy,1800,66748,5.32,1.04,0.0094,0
350,350,1,0.10,compare_to_percentile,10% start,3500,130462,8.96,1.10,0.0027,0
350,350,1,0.10,compare_to_percentile,cold start,22050,837643,55.14,0.96,0.0180,0
350,350,1,0.10,compare_to_percentile,rolling deploy,1800,66896,5.33,0.94,0.0094,0
350,350,1,0.10,all_rebid,10% start,3500,251056,9.00,1.10,0.0024,0
350,350,1,0.10,all_rebid,cold start,22050,1622634,55.39,1.12,0.0179,0
350,350,1,0.10,all_rebid,rolling deploy,1800,128155,5.38,0.95,0.0094,0
350,350,1,0.20,compare_to_percentile,10% start,3500,256176,8.99,1.09,0.0021,0
350,350,1,0.20,compare_to_percentile,cold start,22050,1659168,55.32,1.10,0.0180,0
350,350,1,0.20,compare_to_percentile,rolling deploy,1800,130752,5.38,1.11,0.0094,0
350,350,1,0.20,all_rebid,10% start,3500,503652,9.15,1.14,0.0019,0
350,350,1,0.20,all_rebid,cold start,22050,3296439,56.35,1.16,0.0168,0
350,350,1,0.20,all_rebid,rolling deploy,1800,255774,5.39,1.12,0.0094,0
350,350,2,0.05,compare_to_percentile,10% start,3500,70540,4.60,1.11,0.0035,0
350,350,2,0.05,compare_to_percentile,cold start,22050,453240,27.74,1.12,0.0222,0
350,350,2,0.05,compare_to_percentile,rolling deploy,1800,36240,2.75,1.00,0.0094,0
350,350,2,0.05,all_rebid,10% start,3500,130351,4.55,1.06,0.0033,0
350,350,2,0.05,all_rebid,cold start,22050,842009,27.84,1.12,0.0200,0
350,350,2,0.05,all_rebid,rolling deploy,1800,66637,2.70,0.94,0.0094,0
350,350,2,0.10,compare_to_percentile,10% start,3500,131683,4.50,0.93,0.0025,0
350,350,2,0.10,compare_to_percentile,cold start,22050,866836,27.80,1.11,0.0210,0
350,350,2,0.10,compare_to_percentile,rolling deploy,1800,67044,2.69,1.08,0.0094,0
350,350,2,0.10,all_rebid,10% start,3500,251908,4.62,1.12,0.0022,0
350,350,2,0.10,all_rebid,cold start,22050,1633465,27.90,1.32,0.0252,0
350,350,2,0.10,all_rebid,rolling deploy,1800,128652,2.71,0.95,0.0094,0
350,350,2,0.20,compare_to_percentile,10% start,3500,259992,4.54,1.07,0.0022,0
350,350,2,0.20,compare_to_percentile,cold start,22050,1755936,27.96,1.08,0.0211,0
350,350,2,0.20,compare_to_percentile,rolling deploy,1800,132048,2.70,1.09,0.0094,0
350,350,2,0.20,all_rebid,10% start,3500,509715,4.67,1.13,0.0019,0
350,350,2,0.20,all_rebid,cold start,22050,3627767,28.71,1.73,0.0222,0
350,350,2,0.20,all_rebid,rolling deploy,1800,257325,2.76,1.09,0.0094,0
350,350,5,0.05,compare_to_percentile,10% start,3500,72720,1.84,0.94,0.0030,0
350,350,5,0.05,compare_to_percentile,cold start,22050,457679,11.32,0.97,0.0305,0
350,350,5,0.05,compare_to_percentile,rolling deploy,1800,36780,1.77,0.96,0.0094,0
350,350,5,0.05,all_rebid,10% start,3500,134495,1.87,0.98,0.0029,0
350,350,5,0.05,all_rebid,cold start,22050,848860,11.49,1.09,0.0298,0
350,350,5,0.05,all_rebid,rolling deploy,1800,67673,1.81,0.96,0.0094,0
350,350,5,0.10,compare_to_percentile,10% start,3500,139897,1.86,0.96,0.0024,0
350,350,5,0.10,compare_to_percentile,cold start,22050,1029007,11.81,1.43,0.0258,0
350,350,5,0.10,compare_to_percentile,rolling deploy,1800,69930,1.76,1.09,0.0094,0
350,350,5,0.10,all_rebid,10% start,3500,270368,2.06,1.14,0.0033,0
350,350,5,0.10,all_rebid,cold start,22050,1949418,12.10,1.72,0.0306,0
350,350,5,0.10,all_rebid,rolling deploy,1800,134829,1.82,1.03,0.0094,0
350,350,5,0.20,compare_to_percentile,10% start,3500,300960,1.97,1.09,0.0024,0
350,350,5,0.20,compare_to_percentile,cold start,22050,7075910,31.80,23.03,0.0266,-11
350,350,5,0.20,compare_to_percentile,rolling deploy,1800,143640,1.80,1.03,0.0094,0
350,350,5,0.20,all_rebid,10% start,3500,571896,2.47,1.51,0.0024,0
350,350,5,0.20,all_rebid,cold start,22050,11240243,43.02,29.78,0.0292,-3
350,350,5,0.20,all_rebid,rolling deploy,1800,296241,2.02,1.25,0.0094,0
400,400,1,0.05,compare_to_percentile,10% start,4000,88550,8.84,1.05,0.0028,0
400,400,1,0.05,compare_to_percentile,cold start,25200,561660,54.85,1.84,0.0179,0
400,400,1,0.05,compare_to_percentile,rolling deploy,2000,44154,4.49,0.93,0.0095,0
400,400,1,0.05,all_rebid,10% start,4000,164779,8.92,1.12,0.0039,0
400,400,1,0.05,all_rebid,cold start,25200,1047421,55.51,1.12,0.0197,0
400,400,1,0.05,all_rebid,rolling deploy,2000,82041,4.46,0.93,0.0095,0
400,400,1,0.10,compare_to_percentile,10% start,4000,169848,8.89,1.03,0.0027,0
400,400,1,0.10,compare_to_percentile,cold start,25200,1084776,54.74,1.11,0.0189,0
400,400,1,0.10,compare_to_percentile,rolling deploy,2000,84252,4.58,1.05,0.0095,0
400,400,1,0.10,all_rebid,10% start,4000,326673,8.90,1.11,0.0023,0
400,400,1,0.10,all_rebid,cold start,25200,2100249,55.24,1.12,0.0186,0
400,400,1,0.10,all_rebid,rolling deploy,2000,162567,4.58,1.12,0.0095,0
400,400,1,0.20,compare_to_percentile,10% start,4000,333412,8.92,1.10,0.0019,0
400,400,1,0.20,compare_to_percentile,cold start,25200,2195058,55.18,1.11,0.0201,0
400,400,1,0.20,compare_to_percentile,rolling deploy,2000,165066,4.51,0.94,0.0095,0
400,400,1,0.20,all_rebid,10% start,4000,653982,9.08,1.10,0.0011,0
400,400,1,0.20,all_rebid,cold start,25200,4323006,57.13,1.61,0.0190,0
400,400,1,0.20,all_rebid,rolling deploy,2000,325542,4.64,1.07,0.0095,0
400,400,2,0.05,compare_to_percentile,10% start,4000,89078,4.63,1.10,0.0030,0
400,400,2,0.05,compare_to_percentile,cold start,25200,568238,27.79,1.11,0.0265,0
400,400,2,0.05,compare_to_percentile,rolling deploy,2000,44088,2.69,0.95,0.0095,0
400,400,2,0.05,all_rebid,10% start,4000,166255,4.53,1.08,0.0034,0
400,400,2,0.05,all_rebid,cold start,25200,1064870,27.96,1.10,0.0260,0
400,400,2,0.05,all_rebid,rolling deploy,2000,82287,2.70,0.96,0.0095,0
400,400,2,0.10,compare_to_percentile,10% start,4000,172158,4.65,1.10,0.0022,0
400,400,2,0.10,compare_to_percentile,cold start,25200,1162518,28.05,1.34,0.0228,0
400,400,2,0.10,compare_to_percentile,rolling deploy,2000,84630,2.70,1.11,0.0095,0
400,400,2,0.10,all_rebid,10% start,4000,330966,4.56,1.08,0.0024,0
400,400,2,0.10,all_rebid,cold start,25200,2194968,28.19,1.14,0.0223,0
400,400,2,0.10,all_rebid,rolling deploy,2000,165969,2.75,1.05,0.0095,0
400,400,2,0.20,compare_to_percentile,10% start,4000,341612,4.53,1.09,0.0019,0
400,400,2,0.20,compare_to_percentile,cold start,25200,2457785,28.35,1.14,0.0233,0
400,400,2,0.20,compare_to_percentile,rolling deploy,2000,167690,2.70,1.02,0.0095,0
400,400,2,0.20,all_rebid,10% start,4000,667023,4.66,1.12,0.0024,0
400,400,2,0.20,all_rebid,cold start,25200,7906644,42.31,10.93,0.0218,0
400,400,2,0.20,all_rebid,rolling deploy,2000,334880,2.85,1.18,0.0095,0
400,400,5,0.05,compare_to_percentile,10% start,4000,90662,1.84,0.94,0.0030,0
400,400,5,0.05,compare_to_percentile,cold start,25200,589952,11.55,1.11,0.0282,0
400,400,5,0.05,compare_to_percentile,rolling deploy,2000,44418,0.94,0.94,0.0095,0
400,400,5,0.05,all_rebid,10% start,4000,167772,1.89,1.02,0.0030,0
400,400,5,0.05,all_rebid,cold start,25200,1080159,11.42,1.10,0.0304,0
400,400,5,0.05,all_rebid,rolling deploy,2000,83025,0.97,0.95,0.0095,0
400,400,5,0.10,compare_to_percentile,10% start,4000,180810,1.90,1.04,0.0026,0
400,400,5,0.10,compare_to_percentile,cold start,25200,1224594,11.46,1.09,0.0275,0
400,400,5,0.10,compare_to_percentile,rolling deploy,2000,88578,0.98,0.96,0.0095,0
400,400,5,0.10,all_rebid,10% start,4000,345384,1.93,1.01,0.0027,0
400,400,5,0.10,all_rebid,cold start,25200,2361168,11.83,1.18,0.0303,0
400,400,5,0.10,all_rebid,rolling deploy,2000,167022,1.00,1.00,0.0095,0
400,400,5,0.20,compare_to_percentile,10% start,4000,390730,2.01,1.13,0.0024,0
400,400,5,0.20,compare_to_percentile,cold start,25200,13393164,50.20,35.37,0.0261,-6
400,400,5,0.20,compare_to_percentile,rolling deploy,2000,184336,1.08,1.05,0.0095,0
400,400,5,0.20,all_rebid,10% start,4000,1283142,6.33,6.16,0.0027,-9
400,400,5,0.20,all_rebid,cold start,25200,24612971,88.99,70.88,0.0262,-9
400,400,5,0.20,all_rebid,rolling deploy,2000,386078,2.05,2.05,0.0095,0
